category,orig_name,name,longitude,latitude,alley_capacity,jeep_count,average_time_arrival_mins,total_passenger,time_slot,orig_name.1
Mall,SAVEMORE CAPISTRANO,Savemore Capistrano,460582.6331,937800.6424,4,25,10,39,10:00:00 am to 12:00:00 pm,SAVEMORE CAPISTRANO
Mall,SAVEMORE CAPISTRANO,Savemore Capistrano,460582.6331,937800.6424,4,27,10,57,12:00:00 pm to 3:00:00 pm,SAVEMORE CAPISTRANO
Mall,SAVEMORE CAPISTRANO,Savemore Capistrano,460582.6331,937800.6424,4,31,10,69,3:00:00 pm to 5:00:00 pm,SAVEMORE CAPISTRANO
Mall,SAVEMORE CAPISTRANO,Savemore Capistrano,460582.6331,937800.6424,4,31,10,69,5:00:00 pm to 7:00:00 pm,SAVEMORE CAPISTRANO
Mall,TH CAGAYAN PUERTO,TH Cagayan Puerto,472424.5802,940069.4193,3,12,20,14,8:00:00 am to 10:00:00 am,TH CAGAYAN PUERTO
Mall,TH CAGAYAN PUERTO,TH Cagayan Puerto,472424.5802,940069.4193,3,16,20,21,10:00:00 am to 12:00:00 pm,TH CAGAYAN PUERTO
Mall,TH CAGAYAN PUERTO,TH Cagayan Puerto,472424.5802,940069.4193,3,24,20,22,12:00:00 pm to 3:00:00 pm,TH CAGAYAN PUERTO
Mall,TH CAGAYAN PUERTO,TH Cagayan Puerto,472424.5802,940069.4193,3,26,20,42,3:00:00 pm to 5:00:00 pm,TH CAGAYAN PUERTO
Mall,TH CAGAYAN PUERTO,TH Cagayan Puerto,472424.5802,940069.4193,3,23,20,42,5:00:00 pm to 7:00:00 pm,TH CAGAYAN PUERTO
Terminal,AGFA,Agfa,461056.218,938492.4934,4,12,20,14,8:00:00 am to 10:00:00 am,AGFA
Terminal,AGFA,Agfa,461056.218,938492.4934,4,16,20,21,10:00:00 am to 12:00:00 pm,AGFA
Terminal,AGFA,Agfa,461056.218,938492.4934,4,24,20,22,12:00:00 pm to 3:00:00 pm,AGFA
Terminal,AGFA,Agfa,461056.218,938492.4934,4,26,20,42,3:00:00 pm to 5:00:00 pm,AGFA
Terminal,AGFA,Agfa,461056.218,938492.4934,4,31,20,42,5:00:00 pm to 7:00:00 pm,AGFA
Road,RIO DE ORO BLVD,Rio de Oro Boulevard,460580.0926,938761.9569,3,12,20,14,8:00:00 am to 10:00:00 am,RIO DE ORO BLVD
Road,RIO DE ORO BLVD,Rio de Oro Boulevard,460580.0926,938761.9569,3,16,20,21,10:00:00 am to 12:00:00 pm,RIO DE ORO BLVD
Road,RIO DE ORO BLVD,Rio de Oro Boulevard,460580.0926,938761.9569,3,24,20,22,12:00:00 pm to 3:00:00 pm,RIO DE ORO BLVD
Road,RIO DE ORO BLVD,Rio de Oro Boulevard,460580.0926,938761.9569,3,26,20,42,3:00:00 pm to 5:00:00 pm,RIO DE ORO BLVD
Road,RIO DE ORO BLVD,Rio de Oro Boulevard,460580.0926,938761.9569,3,26,20,42,5:00:00 pm to 7:00:00 pm,RIO DE ORO BLVD
